Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
223005,Katunga,Uganda,East African Volcanic Regions,Albertine Rift Zone,Cluster,Volcanic field,Evidence Credible,Unknown,-0.471,30.191,1707,Rift zone / Continental crust (>25 km),Foidite
223020,Nyamulagira,DR Congo,East African Volcanic Regions,Albertine Rift Zone,Shield,Shield,Eruption Observed,2024 CE,-1.408,29.2,3058,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
223030,Nyiragongo,DR Congo,East African Volcanic Regions,Albertine Rift Zone,Composite,Stratovolcano,Eruption Observed,2024 CE,-1.52,29.25,3470,Rift zone / Continental crust (>25 km),Foidite
223040,Karisimbi,DR Congo-Rwanda,East African Volcanic Regions,Albertine Rift Zone,Composite,Stratovolcano,Eruption Dated,8050 BCE,-1.506,29.45,4490,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
223050,Visoke,DR Congo-Rwanda,East African Volcanic Regions,Albertine Rift Zone,Composite,Stratovolcano,Eruption Observed,1957 CE,-1.458,29.485,3696,Rift zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
223060,Muhavura,Uganda-Rwanda,East African Volcanic Regions,Albertine Rift Zone,Composite,Stratovolcano,Evidence Credible,Unknown,-1.383,29.678,4103,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
223070,Bufumbira,Uganda,East African Volcanic Regions,Albertine Rift Zone,Cluster,Volcanic field,Evidence Uncertain,Unknown,-1.304,29.683,2100,Rift zone / Continental crust (>25 km),Phono-tephrite /  Tephri-phonolite
224002,San Carlos,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,3.35,8.52,2260,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
224003,San Joaquin,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,3.35,8.63,2009,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
224004,Santa Isabel,Equatorial Guinea,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Shield,Shield,Eruption Observed,1923 CE,3.588,8.762,2999,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
224010,Cameroon,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,2000 CE,4.203,9.17,4095,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
224011,Tombel Graben,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Cluster,Volcanic field,Evidence Credible,Unknown,4.758,9.717,500,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
224030,Oku Volcanic Field,Cameroon,Northern Africa Volcanic Regions,Cameroon Hotspot Volcano Group,Cluster,Volcanic field,Evidence Uncertain,Unknown,6.25,10.5,3011,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
225001,Todra Volcanic Field,Niger,Northern Africa Volcanic Regions,Air Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,17.68,8.5,1780,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
225004,Tahalra Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,22.67,5,1467,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
225005,Atakor Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,23.33,5.83,2918,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
225006,Manzaz Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,23.92,5.83,1672,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
225009,"Toh, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,21.33,16.33,2000,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
225010,"Tousside, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,21.03,16.45,3265,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
225020,"Voon, Tarso",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Composite,Stratovolcano,Unrest / Holocene,Unknown,20.92,17.28,3100,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
225021,"Koussi, Emi",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Shield,Shield(pyroclastic),Evidence Credible,Unknown,19.8,18.53,3415,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
225030,"Marra, Jebel",Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,2000 BCE,12.95,24.27,3042,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
225040,Kutum Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,14.57,25.85,1779,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
225050,Meidob Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,2950 BCE,15.32,26.47,2000,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
225060,Bayuda Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,850 CE,18.33,32.75,670,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
231001,"Ash Shaam, Harrat",Syria-Jordan-Saudi Arabia,Arabia-Central Asia Volcanic Regions,Northern Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,2670 BCE,32.333,37.583,1100,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231040,"Lunayyir, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1000 CE,25.17,37.75,1370,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231050,"Ithnayn, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,26.58,40.2,1625,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231060,"Khaybar, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,650 CE,25.5,40,2093,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231070,"Rahat, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1256 CE,23.08,39.78,1744,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231071,"Kishb, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,22.8,41.38,1475,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
231072,"Birk, Harrat al",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,18.37,41.63,587,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231080,"Yar, Jabal",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1810 CE,17.05,42.83,305,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231090,"Arhab, Harra of",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,500 CE,15.6025,44.0978,3100,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
231110,"Haylan, Jabal",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Dated,1200 BCE,15.4,45.1,1550,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231120,"Dhamar, Harras of",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,Unknown,14.57,44.67,3500,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231160,"Sawad, Harra Es-",Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1253 CE,13.58,46.12,1737,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
231170,Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,14.067,48.3,604,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
231180,Bir Borhut,Yemen,Arabia-Central Asia Volcanic Regions,Southwest Arabia Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,15.515,50.935,464,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
232010,Damavand,Iran,Arabia-Central Asia Volcanic Regions,Caucasus Volcanic Province,Composite,Stratovolcano,Eruption Dated,5350 BCE,35.951,52.109,5670,Intraplate / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite
233001,"Grille, La",Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-11.47,43.33,1087,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite
233005,Mayotte,France,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Eruption Observed,2019 CE,-12.83,45.17,660,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
233010,Karthala,Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,Eruption Observed,2007 CE,-11.75,43.38,2361,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
233011,Ambre-Bobaomby,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-12.6,49.15,1475,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
233012,Nosy-Be,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-13.32,48.48,214,Intraplate / Continental crust (>25 km),Foidite
233013,Ankaizina Field,Madagascar,Somalian-Antarctic Volcanic Regions,Northern Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-14.3,48.67,2878,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
233014,Itasy Volcanic Field,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Eruption Dated,6050 BCE,-19.033,46.7,1800,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
233015,Vakinankaratra,Madagascar,Somalian-Antarctic Volcanic Regions,Central Madagascar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,-19.85,46.942,2644,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
233020,"Fournaise, Piton de la",France,Somalian-Antarctic Volcanic Regions,Reunion Hotspot Volcano Group,Shield,Shield,Eruption Observed,2023 CE,-21.244,55.708,2632,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234000,Boomerang Seamount,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Caldera,Caldera,Eruption Dated,1995 CE,-37.7216,77.8221,-650,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234001,Amsterdam Island,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-37.83,77.52,881,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234002,St. Paul,France,Somalian-Antarctic Volcanic Regions,Amsterdam-St. Paul Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,1793 CE,-38.72,77.53,268,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234010,Heard,Australia,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Stratovolcano,Eruption Observed,2024 CE,-53.106,73.513,2745,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite
234011,McDonald Islands,Australia,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Complex,Eruption Observed,2005 CE,-53.03,72.6,230,Intraplate / Oceanic crust (< 15 km),Phonolite
234020,Kerguelen Islands,France,Somalian-Antarctic Volcanic Regions,Kerguelen Hotspot Volcano Group,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,-49.58,69.5,1840,Intraplate / Oceanic crust (< 15 km),Trachyandesite / Basaltic Trachyandesite
234030,"Est, Ile de l'",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Uncertain,Unknown,-46.43,52.2,1090,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234040,"Possession, Ile de la",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-46.42,51.75,934,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234050,"Cochons, Ile aux",France,Somalian-Antarctic Volcanic Regions,Crozet Hotspot Volcano Group,Composite,Stratovolcano,Evidence Credible,Unknown,-46.1,50.23,775,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234060,Prince Edward Island,South Africa,Somalian-Antarctic Volcanic Regions,Marion Hotspot Volcano Group,Shield,Shield,Evidence Credible,Unknown,-46.63,37.95,672,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
234070,Marion Island,South Africa,Somalian-Antarctic Volcanic Regions,Marion Hotspot Volcano Group,Shield,Shield(s),Eruption Observed,2004 CE,-46.9,37.75,1230,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
241010,Kaikohe-Bay of Islands,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,Eruption Dated,400 CE,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
241020,Auckland Volcanic Field,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,Eruption Dated,1446 CE,-36.89,174.81,260,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
241021,Mayor Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Shield,Shield,Eruption Dated,5060 BCE,-37.28,176.25,355,Subduction zone / Continental crust (>25 km),Rhyolite
241030,Taranaki,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,Eruption Observed,1800 CE,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
241040,Whakaari/White Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano(es),Eruption Observed,2024 CE,-37.52,177.18,294,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
241050,Okataina,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Cluster,Lava dome(s),Eruption Observed,1981 CE,-38.1569,176.5069,1111,Subduction zone / Continental crust (>25 km),Rhyolite
241070,Taupo,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera,Eruption Dated,260 CE,-38.7811,175.893,760,Subduction zone / Continental crust (>25 km),Rhyolite
241080,Tongariro,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano(es),Eruption Observed,2012 CE,-39.157,175.632,1978,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
241100,Ruapehu,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,Eruption Observed,2007 CE,-39.28,175.57,2797,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
241101,Clark,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.446,177.839,-860,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
241102,Tangaroa,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.321,178.028,-600,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
241110,Rumble V,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.142,178.196,-400,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
241120,Rumble IV,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-36.13,178.05,-500,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
241130,Rumble III,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008 CE,-35.745,178.478,-220,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
241131,Rumble II West,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-35.353,178.527,-1200,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
241140,Healy,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1360 CE,-35.004,178.973,-980,Subduction zone / Oceanic crust (< 15 km),Dacite
241150,Brothers,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Caldera,Caldera,Unrest / Holocene,Unknown,-34.875,179.0667,-1350,Subduction zone / Oceanic crust (< 15 km),Dacite
242001,Wright,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano(es),Unrest / Holocene,Unknown,-31.85,-179.18,-900,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
242005,Havre Seamount,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2012 CE,-31.08,-179.033,-897,Subduction zone / Oceanic crust (< 15 km),
242010,Curtis Island,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-30.543,-178.556,47,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
242021,Macauley,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Caldera,Caldera,Eruption Dated,4360 BCE,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
242022,Giggenbach,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,-30.036,-178.712,-65,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
242030,Raoul Island,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2006 CE,-29.27,-177.92,516,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
242050,Monowai,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2014 CE,-25.887,-177.188,-132,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
